,Title,Suggested Duration,Address,Ratings,Transport
466,Choosing the Losing Side Sculpture,Suggested Duration Not Available,"Bishops Square Spitalfields, London England",Ratings Not Available,"['Liverpool St', 'London Liverpool St', 'Rental Cars']"
467,I Goat Sculpture,Suggested Duration Not Available,"Brushfield Street, London England",Ratings Not Available,"['Liverpool St', 'London Liverpool St', 'Rental Cars']"
468,W.S. Gilbert Monument,Suggested Duration Not Available,"8 Victoria Embankment, London WC2R 2AB England",Ratings Not Available,"['Temple', 'Embankment', 'Rental Cars']"
469,St John Priory Church,Suggested Duration Not Available,"Saint John's Square, London EC1V 4RQ England",Ratings Not Available,"['Farringdon', 'Barbican', 'Rental Cars']"
470,Queen Victoria Visits the City Monument,Suggested Duration Not Available,"8 Victoria Embankment, London WC2R 2AB England",Ratings Not Available,"['Temple', 'Embankment', 'Rental Cars']"
471,King George V Silver Jubilee Memorial,Suggested Duration Not Available,"8 Victoria Embankment, London WC2R 2AB England",Ratings Not Available,"['Temple', 'Embankment', 'Rental Cars']"
472,The Tagore Bust,Suggested Duration Not Available,"Gordon Square, London England",Ratings Not Available,"['Euston Square', 'Euston', 'Rental Cars']"
473,Alice & Quintin Hogg Memorial,Suggested Duration Not Available,"Portland Place, London England",Ratings Not Available,"[""Regent's Park"", 'Great Portland St', 'Rental Cars']"
474,Charles James Fox Statue,Suggested Duration Not Available,"Bloomsbury Way, London England",Ratings Not Available,"['Holborn', 'Chancery Lane', 'Rental Cars']"
475,Clerk's Well,Suggested Duration Not Available,"Well Court 14-16 Farringdon Lane, London EC1R 3AU England",Ratings Not Available,"['Farringdon', 'Chancery Lane', 'Rental Cars']"
476,London School of Economics,Suggested Duration Not Available,"Houghton Street, London WC2A 2AE England",Ratings Not Available,"['Temple', 'Holborn', 'Rental Cars']"
477,Mount Street Gardens,Suggested Duration Not Available,"S Audley St, London England",Ratings Not Available,"['Bond St', 'Green Park', 'Rental Cars']"
478,High Holborn,Suggested Duration Not Available,"190 High Holborn, London WC1V 6LF England",Ratings Not Available,"['Holborn', 'Covent Garden', 'Rental Cars']"
479,Earl Haig Memorial,Suggested Duration Not Available,"Whitehall, London England",Ratings Not Available,"['Hounslow West', 'Hounslow Central', 'Rental Cars']"
480,St. Mary Woolnoth Church,Suggested Duration Not Available,"King Willaim St., London EC3V 9AN England",Ratings Not Available,"['Bank', 'Bank', 'Rental Cars']"
481,Emmeline Pankhurst Memorial,Suggested Duration Not Available,"Victoria Tower Gardens Victoria tower gardens, London SW1P 3JA England",Ratings Not Available,"['Waterloo', 'Embankment', 'Rental Cars']"
482,Gift Horse on the Fourth Plinth,Suggested Duration Not Available,"Canada House Trafalgar Square, London SW1Y 5AY England",Ratings Not Available,"['Charing Cross', 'Leicester Square', 'Rental Cars']"
483,31 Coventry Street,Suggested Duration Not Available,"31 Coventry Street, London England",4,"['Piccadilly Circus', 'Leicester Square', 'Rental Cars']"
484,St Helen's Bishopsgate Church,Suggested Duration Not Available,"Great St. Helens, London EC3A 6AT England",Ratings Not Available,"['Aldgate', 'Liverpool St', 'Rental Cars']"
485,Sherlock Holmes Statue,Suggested Duration Not Available,"4 Marylebone Road, London NW1 5LD England",Ratings Not Available,"['Great Portland St', ""Regent's Park"", 'Rental Cars']"
486,David Lloyd George Statue,Suggested Duration Not Available,"Parliament Square, London SW1P 3BD England",Ratings Not Available,"['Charing Cross', 'Embankment', 'Rental Cars']"
487,Jewel House,Suggested Duration Not Available,Address Not Available,4.5,[]
488,Isokon Gallery,Suggested Duration:1-2 hours,"Lawn Road, London NW3 2XD England",5,"['Belsize Park', 'Hampstead Heath', 'Rental Cars']"
489,Butler's Wharf chop House,Suggested Duration Not Available,"off Shad Thames, Tower Bridge Road SE1, London England",Ratings Not Available,"['Gallions Reach', 'Tower Hill', 'Rental Cars']"
490,Cable Street Mural,Suggested Duration Not Available,"St. Georges Town Hall 236 Cable Street, London E1 0BL England",4.5,"['Shadwell', 'Shadwell', 'Rental Cars']"
491,Newham City Farm,Suggested Duration Not Available,"Will Thorne Pavilion Stansfeld Road, London E6 5LT England",4.5,"['Royal Albert', 'London City Airport', 'Rental Cars']"
492,Burlington House,Suggested Duration Not Available,"Burlington House, Piccadilly, Mayfair, London W1J 0BD, London W1J 0BD England",Ratings Not Available,"['Green Park', 'Piccadilly Circus', 'Rental Cars']"
493,Whitehall Palace,Suggested Duration Not Available,"Whitehall Palace 1529 Whitehall, London SW1A 2ER England",Ratings Not Available,"['Embankment', 'Charing Cross', 'Rental Cars']"
494,St James Merton,Suggested Duration Not Available,"Martin Way and Beaford Grove Merton, London England",Ratings Not Available,"['Morden', 'Putney Bridge', 'Rental Cars']"
495,Tin Tabernacle,Suggested Duration Not Available,"12-16 Cambridge Avenue, London England",Ratings Not Available,"['Kilburn High Road', 'Kilburn Park', 'Rental Cars']"
496,Oliver Cromwell Statue,Suggested Duration Not Available,"Palace of Westminster, Westminster, London SW1P 3JX England",Ratings Not Available,"['Embankment', 'Charing Cross', 'Rental Cars']"
497,Chelsea Old Church,Suggested Duration Not Available,"Old Church Street Lower end of street by the river, London SW3 5DQ England",Ratings Not Available,"['Gloucester Road', 'Fulham Broadway', 'Rental Cars']"
498,Watts' Memorial,Suggested Duration Not Available,"2 King Edward Street Postman's Park, London EC1A 1HQ England",Ratings Not Available,"[""St. Paul's"", 'Barbican', 'Rental Cars']"
499,The Church of St Vedast Alias Foster,Suggested Duration Not Available,"4 Foster Lane, London EC2V 6HH England",Ratings Not Available,"[""St. Paul's"", 'Mansion House', 'Rental Cars']"
500,Admiral Jellicoe Memorial Fountain,Suggested Duration Not Available,"Trafalgar Square, London England",Ratings Not Available,"['Charing Cross', 'Leicester Square', 'Rental Cars']"
501,St. Giles Cripplegate,Suggested Duration Not Available,"Fore and Wood Streets London Wall, London EC2 England",Ratings Not Available,"['Moorgate', 'Barbican', 'Rental Cars']"
502,Dean's Yard,Suggested Duration Not Available,"17 Deans Yard, London SW1P 3PB England",Ratings Not Available,"['Charing Cross', 'Embankment', 'Rental Cars']"
503,Statue of Captain James Cook,Suggested Duration Not Available,"Admiralty Arch The Mall Near Admirality Arch on the left, London SW1A 2WH England",Ratings Not Available,"['Charing Cross', 'Embankment', 'Rental Cars']"
504,July 7 Memorial (London Bombing Memorial),Suggested Duration Not Available,"Hyde Park between Lover's Walk and Park Lane, close to Curzon Gate, London W2 2UH England",Ratings Not Available,"['Hyde Park Corner', 'Green Park', 'Rental Cars']"
505,Chelsea Bridge,Suggested Duration Not Available,Address Not Available,4.5,[]
506,Bethnal Green,Suggested Duration Not Available,London England,Ratings Not Available,"['Shoreditch High St', 'Bethnal Green', 'Rental Cars']"
507,Capital Ring,Suggested Duration Not Available,London England,Ratings Not Available,"['Pudding Mill Lane', 'West Ham', 'Rental Cars']"
508,"Bargehouse, Oxo Tower Wharf",Suggested Duration Not Available,"Oxo Tower Wharf Barge House Street South Bank, London SE1 9PH England",Ratings Not Available,"['Blackfriars', 'Temple', 'Rental Cars']"
509,St. James' Square,Suggested Duration Not Available,London SW1Y 4JU England,Ratings Not Available,"['Piccadilly Circus', 'Green Park', 'Rental Cars']"
510,Statue of King Richard the Lionheart,Suggested Duration Not Available,"2 Abbey Orchard Street Palace of Westminster, London SW1P 3SE England",Ratings Not Available,"['Charing Cross', 'Embankment', 'Rental Cars']"
511,Hammersmith Bridge,Suggested Duration Not Available,"Crossing of the River Themes, London England",Ratings Not Available,"[""King's Cross St. Pancras"", 'Farringdon', 'Rental Cars']"
512,55 Broadway,Suggested Duration Not Available,"55 Broadway TFL Headquarters over St James Park Underground Station, London SW1H 0BD England",Ratings Not Available,"['Charing Cross', 'Green Park', 'Rental Cars']"
513,Golden Square,Suggested Duration Not Available,"East of Regent Street and north of Piccadilly Circus, London W1R 3AD England",Ratings Not Available,"['Piccadilly Circus', 'Leicester Square', 'Rental Cars']"
514,HM Treasury,Suggested Duration Not Available,"1 Horse Guards Road King Charles St. y Great George St, London SW1A 2HQ England",Ratings Not Available,"['Charing Cross', 'Embankment', 'Rental Cars']"
515,Tooley Street,Suggested Duration Not Available,London England,Ratings Not Available,"['London Bridge', 'Tower Hill', 'Rental Cars']"
516,The Tabernacle,Suggested Duration:1-2 hours,"The Tabernacle 34-35 Powis Square, London W11 2AY England",4,"['Westbourne Park', 'Ladbroke Grove', 'Rental Cars']"
517,Visite Londres,Suggested Duration Not Available,"Londres, London England",5,"['North Greenwich', 'Pontoon Dock', 'Rental Cars']"
518,Hogarth's House,Suggested Duration Not Available,"Great West Rd Chiswick, London W4 2QN England",Ratings Not Available,"['Turnham Green', 'Chiswick Park', 'Rental Cars']"
519,Charles George Gordon Statue,Suggested Duration Not Available,"Horse Guards Avenue, Whitehall Section Victoria Embankment Gardens, London England",Ratings Not Available,"['Embankment', 'Charing Cross', 'Rental Cars']"
520,Britain's Smallest Police Station,Suggested Duration Not Available,"Trafalgar Square, London England",Ratings Not Available,"['Charing Cross', 'Leicester Square', 'Rental Cars']"
521,St Botolph's Aldgate,Suggested Duration:< 1 hour,"Aldgate High Street, London EC3N 1AB England",4,"['Aldgate', 'Aldgate East', 'Rental Cars']"
522,St. Mary Abchurch,Suggested Duration Not Available,"Off Cannon Street / King William Street Abchurch Yard, London EC4N 7BA England",4.5,"['Bank', 'Bank', 'Rental Cars']"
523,St. Michael's Cornhill,Suggested Duration Not Available,"St. Michaels Rectory St. Michael's Alley, London EC3V 9DS England",Ratings Not Available,"['Bank', 'Bank', 'Rental Cars']"
524,Traffic Light Tree,Suggested Duration Not Available,"Trafalgar Way Canary Wharf, London England",Ratings Not Available,"['Blackwall', 'All Saints', 'Rental Cars']"
525,West India Docks,Suggested Duration Not Available,"Lawn House Close, London E14 4AE England",Ratings Not Available,"['Canary Wharf', 'Blackwall', 'Rental Cars']"
526,Fleet Air Arm Memorial,Suggested Duration Not Available,"Victoria Embankment Gardens, London SW1A 2HR England",Ratings Not Available,"['Embankment', 'Charing Cross', 'Rental Cars']"
527,Chindit Memorial,Suggested Duration Not Available,"New Scotland Yard Victoria Embankment, London SW1A 2JL England",Ratings Not Available,"['Embankment', 'Charing Cross', 'Rental Cars']"
528,Statue of Charles James Napier,Suggested Duration Not Available,"Trafalgar Square, London England",Ratings Not Available,"['Charing Cross', 'Leicester Square', 'Rental Cars']"
529,Statue of Amy Winehouse,Suggested Duration Not Available,"407 Chalk Farm Rd, London NW1 8AH England",Ratings Not Available,"['Chalk Farm', 'Kentish Town West', 'Rental Cars']"
530,Exchange Square,Suggested Duration Not Available,"Bishopgate, London EC2A 2EH England",Ratings Not Available,"['London Liverpool St', 'Liverpool St', 'Rental Cars']"
531,Brent Reservoir (Welsh Harp) Canalside,Suggested Duration Not Available,"Aboyne Road Cool Oak Lane comes off the A5 and Birchen Grove comes off the A4088, London NW10 0EX England",Ratings Not Available,"['Neasden', 'Dollis Hill', 'Rental Cars']"
532,Aldwych Tube Station,Suggested Duration Not Available,"Surrey Street, London England",Ratings Not Available,"['Temple', 'Covent Garden', 'Rental Cars']"
533,St. Sepulchre Without Newgate Church,Suggested Duration Not Available,"Holborn Viaduct Next to the Old Bailey, London EC1A 2DQ England",Ratings Not Available,"['Farringdon', 'Chancery Lane', 'Rental Cars']"
534,Portcullis House,Suggested Duration Not Available,"Portcullis House Bridge Street, London SW1A 2LW England",Ratings Not Available,"['Embankment', 'Waterloo', 'Rental Cars']"
535,Bernard Montgomery Statue,Suggested Duration Not Available,Address Not Available,Ratings Not Available,[]
536,Westminster Scholars War Memorial,Suggested Duration Not Available,"The Conference Centre Broad Sanctuary near Westminster Abbey in Broad Sanctuary, London SW1P 3EE England",Ratings Not Available,"['Charing Cross', 'Embankment', 'Rental Cars']"
537,St Giles-in-the-Fields Church,Suggested Duration Not Available,"60 St. Giles High Street, London WC2H 8LG England",Ratings Not Available,"['Tottenham Court Road', 'Covent Garden', 'Rental Cars']"
538,Brooks Farm,Suggested Duration Not Available,"Brooks Farm Skeltons Lane Recreation Ground 135 Skeltons Lane Leyton, London E10 5BS England",Ratings Not Available,"['Leyton Midland Road', 'Leytonstone', 'Rental Cars']"
539,East End,Suggested Duration Not Available,Address Not Available,4,[]
540,Isle of Dogs,Suggested Duration Not Available,Address Not Available,Ratings Not Available,[]
541,Inns of Court,Suggested Duration Not Available,"Fleet Street, London England",Ratings Not Available,"['Temple', 'Chancery Lane', 'Rental Cars']"
542,Copper Box Arena,Suggested Duration:2-3 hours,"Queen Elizabeth Olympic Park, London E203HB England",3.5,"['Hackney Wick', 'West Ham', 'Rental Cars']"
543,Gray's Inn,Suggested Duration Not Available,"8 South Square, London WC1R 5ET England",4,"['Chancery Lane', 'Farringdon', 'Rental Cars']"
544,JW3 Jewish Community Centre London,Suggested Duration Not Available,"341-351 Finchley Road, London NW3 6ET England",Ratings Not Available,"['Finchley Road & Frognal', 'Finchley Road', 'Rental Cars']"
545,Richmond Bridge,Suggested Duration Not Available,"Richmond Road Richmond Hill, which is in Surrey, overlooks this bridge., London W5 5NS England",Ratings Not Available,"['South Ealing', 'Ealing Common', 'Rental Cars']"
546,Field Marshal William Slim Statue,Suggested Duration Not Available,"Whitehall Raleigh Green, London England",Ratings Not Available,"['Embankment', 'Charing Cross', 'Rental Cars']"
547,Southside House,Suggested Duration Not Available,"Southside House 3-4 Woodhayes Road, London SW19 4RJ England",Ratings Not Available,"['Morden', 'Putney Bridge', 'Rental Cars']"
548,Iraq and Afghanistan Memorial,Suggested Duration Not Available,"Victoria Embankment, London England",Ratings Not Available,"['Temple', 'Embankment', 'Rental Cars']"
549,Joanna Rowsell's Gold Post Box - Cheam,Suggested Duration Not Available,"Ewell Road Cheam, London England",Ratings Not Available,"['Morden', 'Rental Cars']"
